ensg	symbol	chr	start	end	strand	type	entrezID	HUGO	pLI	ncRVIS	posMapSNPs	posMapMaxCADD	minGwasP	IndSigSNPs	GenomicLocus
ENSG00000164038	SLC9B2	4	103941025	104006986	-1	protein_coding	133308	SLC9B2	0.067056661977643	-1.384288763	52	13.65	4.881e-08	rs6839635;rs10516495;rs223487;rs10018557	360
ENSG00000164039	BDH2	4	104000592	104021040	-1	protein_coding	56898	BDH2	4.05062122865546e-06	-0.183388869	11	6.218	1.32e-05	rs10516495;rs223487;rs10213404;rs10018557	360
ENSG00000138778	CENPE	4	104026963	104119566	-1	protein_coding	1062	CENPE	0.64584064374891	0.2504147	73	14.47	1.32e-05	rs223487;rs10213404;rs10018557	360
ENSG00000145362	ANK2	4	113739265	114304896	1	protein_coding	287	ANK2	0.999999999999808	-1.259956107	4	5.117	5.835e-08	rs35564002;rs399754	362
ENSG00000145349	CAMK2D	4	114372188	114683083	-1	protein_coding	817	CAMK2D	0.016661668817136	0.011612789	16	4.681	0.0001667	rs1978139	363
ENSG00000138738	PRDM5	4	121606074	121844025	-1	protein_coding	11107	PRDM5	0.742419320671244	0.643028304	59	13.06	1.326e-05	rs10016240	365
ENSG00000138688	KIAA1109	4	123073488	123283913	1	protein_coding	84162	KIAA1109	3.91297690789911e-08	-0.83519924	2	6.533	1.885e-05	rs55741542	366
ENSG00000164113	ADAD1	4	123300121	123350957	1	protein_coding	132612	ADAD1	0.974992286651792	-0.435729866	1	0.316	2.172e-05	rs55741542	366
ENSG00000109381	ELF2	4	139949266	140098372	-1	protein_coding	1998	ELF2	0.985385386978225	-0.949832057	16	11.46	0.000113	rs12499816	373
ENSG00000137463	MGARP	4	140187317	140201492	-1	protein_coding	84709	MGARP	0.0238241579491463	-0.271687668	9	7.716	3.05e-05	rs12499816	373
ENSG00000109390	NDUFC1	4	140188034	140223705	-1	protein_coding	4717	NDUFC1	0.459572169037874	0.118753905	9	7.716	3.05e-05	rs12499816	373
ENSG00000164134	NAA15	4	140222609	140341187	1	protein_coding	80155	NAA15	0.998576839501621	-1.069306892	32	14.18	0.003632	rs12499816	373
ENSG00000172007	RAB33B	4	140374386	140397763	1	protein_coding	83452	RAB33B	0.902062769310016	-0.716413251	8	8.21	0.004776	rs12499816	373
ENSG00000145391	SETD7	4	140417095	140527853	-1	protein_coding	80854	SETD7	0.293260030580492	-2.639483136	24	5.032	1.82e-06	rs72726570;rs1026047;rs11726931	373
ENSG00000109452	INPP4B	4	142944313	143768585	-1	protein_coding	8821	INPP4B	0.998611010146477	-0.079614752	190	17.15	7.119e-07	rs2165819;rs930457	375
ENSG00000153147	SMARCA5	4	144434616	144478639	1	protein_coding	8467	SMARCA5	0.999999855058167	-1.007667389	20	7.669	3.103e-06	rs17747275	376
ENSG00000183090	FREM3	4	144498455	144621828	-1	protein_coding	166752	FREM3	NA	0.014023656	10	9.86	2.231e-06	rs17747275;rs6537239	376
ENSG00000197465	GYPE	4	144792020	144826716	-1	protein_coding	2996	GYPE	0.00163909694496274	0.218461773	11	7.517	4.741e-05	rs4599354;rs6537239	376
ENSG00000250361	GYPB	4	144917257	145061844	-1	protein_coding	2994	GYPB	0.442245534937964	-0.28367132	28	10.3	5.216e-07	rs6537239;rs4599354	376
ENSG00000151623	NR3C2	4	148999913	149365850	-1	protein_coding	4306	NR3C2	0.925088552607185	-1.464439612	82	14.96	3.364e-07	rs7691663;rs17484991	377
ENSG00000145428	RNF175	4	154631277	154681387	-1	protein_coding	285533	RNF175	6.78625718663534e-10	0.383163491	35	13.25	3.157e-05	rs6851389	378
ENSG00000145423	SFRP2	4	154701744	154710272	-1	protein_coding	6423	SFRP2	0.0538845191822357	-0.283702472	13	14.3	1.378e-05	rs6851389	378
ENSG00000185149	NPY2R	4	156129781	156138230	1	protein_coding	4887	NPY2R	0.188394784935151	-1.470191897	17	12.65	3.14e-06	rs72694418;rs34207170	379
ENSG00000164114	MAP9	4	156263810	156298122	-1	protein_coding	79884	MAP9	5.17494979120361e-12	1.041032533	103	16.26	3.943e-07	rs34207170;rs7666898;rs72694418	379
ENSG00000145416	MARCH1	4	164445450	165305202	-1	protein_coding	55016	MARCH1	0.218777254594417	-0.061227877	17	10.38	0.0002289	rs28569088	382
ENSG00000170088	TMEM192	4	165995574	166129701	-1	protein_coding	201931	TMEM192	0.0046981347356385	0.400559597	2	4.631	3.859e-05	rs7699241	383
ENSG00000109466	KLHL2	4	166128770	166244308	1	protein_coding	11275	KLHL2	0.99855485686333	-0.096362354	73	15	1.338e-07	rs7699241	383
ENSG00000052802	MSMO1	4	166248775	166264312	1	protein_coding	6307	MSMO1	0.137137230699618	0.764468417	3	9.458	0.0003015	rs7699241	383
ENSG00000196104	SPOCK3	4	167654535	168155947	-1	protein_coding	50859	SPOCK3	0.495144483703879	1.254779675	132	11.87	4.931e-08	rs11727903;rs11727904;rs12019286;rs10006554	385
ENSG00000154447	SH3RF1	4	170015407	170192256	-1	protein_coding	57630	SH3RF1	0.0463955276236296	-0.163773171	15	12.37	7.079e-08	rs35281738;rs7683893;rs1507170	386
ENSG00000137601	NEK1	4	170314426	170533780	-1	protein_coding	4750	NEK1	4.21851213590427e-12	-0.433231025	97	13.96	9.423e-11	rs61405217;rs6845753;rs1507170;rs13136720;rs4484258;rs13435313;rs10520163	386
ENSG00000109572	CLCN3	4	170533784	170644824	1	protein_coding	1182	CLCN3	0.993264929284599	-0.847340216	102	13.71	1.239e-09	rs61405217;rs10520163;rs13136720;rs13435313;rs11937417	386
ENSG00000056050	C4orf27	4	170650616	170679104	-1	protein_coding	54969	C4orf27	0.000423306504309246	-0.492057795	3	7.657	5.52e-09	rs10520163;rs13136720;rs13435313	386
ENSG00000198948	MFAP3L	4	170907748	170954182	-1	protein_coding	101928198	MFAP3L	0.910529966045715	1.029906645	20	7.607	0.0002751	rs34752946	387
ENSG00000109576	AADAT	4	170981373	171012850	-1	protein_coding	51166	AADAT	0.250802295313827	NA	5	11.28	0.005158	rs34752946	387
ENSG00000145451	GLRA3	4	175558065	175750465	-1	protein_coding	8001	GLRA3	0.0437525585382368	-1.459648969	3	14.31	0.01115	rs1834692	388
ENSG00000150625	GPM6A	4	176554085	176923815	-1	protein_coding	2823	GPM6A	0.952961852044875	-0.4087149	136	13.47	7.664e-14	rs2291759;rs13113026;rs12498839;rs1495716;rs13142920;rs62338073;rs12498955;rs11736069;rs6818081;rs6844913;rs41533650;rs7681853;rs1905832;rs6553899;rs6829012;rs11737803;rs4690652	389
ENSG00000231171	LINC01098	4	178649911	178911904	1	protein_coding	NA	LINC01098	0.0103722634244906	NA	3	4.53	3.533e-07	rs115021016	390
ENSG00000218336	TENM3	4	183065140	183724177	1	protein_coding	55714	TENM3	0.999937943986087	0.558316153	17	10.3	5.785e-06	rs33914616	392
ENSG00000173320	STOX2	4	184774584	184944679	1	protein_coding	56977	STOX2	0.96321644241095	1.870838676	9	15.26	0.0001129	rs1970895	393
ENSG00000164305	CASP3	4	185548850	185570663	-1	protein_coding	836	CASP3	0.184808404916883	0.110986029	7	7.599	0.002487	rs2696035	394
ENSG00000164306	PRIMPOL	4	185570767	185616117	1	protein_coding	201973	PRIMPOL	2.78745619908396e-13	NA	22	8.687	0.000168	rs2696035	394
ENSG00000151725	CENPU	4	185615772	185655287	-1	protein_coding	79682	CENPU	0.000144351589110452	0.330229361	30	8.402	0.0001899	rs2696035	394
ENSG00000109762	SNX25	4	186125391	186291339	1	protein_coding	83891	SNX25	5.35420238191736e-05	0.502494987	93	12.21	0.0003847	rs12640745	395
ENSG00000112941	PAPD7	5	6714718	6757161	1	protein_coding	11044	PAPD7	0.998369133901838	-0.798889578	48	9.062	3.255e-07	rs175594;rs274700	399
ENSG00000169862	CTNND2	5	10971952	11904155	-1	protein_coding	1501	CTNND2	0.999999951944472	-0.521824147	105	16.07	6.465e-06	rs72730911;rs4280864	402:403
ENSG00000176788	BASP1	5	17065707	17276943	1	protein_coding	10409	BASP1	0.539222352506789	NA	11	8.43	0.0001504	rs2929726	404
ENSG00000154162	CDH12	5	21750782	22853731	-1	protein_coding	1010	CDH12	0.00145119382648096	1.599390212	20	6.429	5.305e-07	rs111987226;rs11750149	405
ENSG00000113387	SUB1	5	32531739	32604185	1	protein_coding	10923	SUB1	0.800760313727209	-0.8877297	8	9.56	0.0001312	rs62363781	408
ENSG00000168621	GDNF	5	37812779	37839788	-1	protein_coding	2668	GDNF	0.698672292120293	-0.381042817	21	12.71	7.882e-08	rs2910710;rs75819762;rs2910713;rs1549250;rs2973038	409
ENSG00000112996	MRPS30	5	44809027	44820530	1	protein_coding	10884	MRPS30	5.58147796749342e-05	-0.210522424	50	10.86	5.449e-08	rs7703618;rs62366821;rs10462084	411
ENSG00000164588	HCN1	5	45259349	45696253	-1	protein_coding	348980	HCN1	0.953138502832124	-1.227128421	393	16.92	2.204e-15	rs79174895;rs10941692;rs10035564;rs13183247;rs981782;rs10044408;rs12519313;rs7705330;rs7706116;rs10052736;rs1852599	411
ENSG00000170571	EMB	5	49692026	49739082	-1	protein_coding	133418	EMB	6.39337047960594e-05	0.173955936	101	12.72	7.95e-10	rs6450133;rs115037896;rs7700817	412
ENSG00000151883	PARP8	5	49961733	50142356	1	protein_coding	79668	PARP8	0.119242934394393	-0.811540998	28	14.49	2.895e-05	rs7700817;rs12520174	412
ENSG00000145632	PLK2	5	57749809	57756087	-1	protein_coding	10769	PLK2	0.998863614916352	1.364374355	17	7.089	2.4e-08	rs39967;rs32613	415
ENSG00000175857	GAPT	5	57787262	57792917	1	protein_coding	202309	GAPT	0.00163093337057768	0.696851433	9	12.74	3.786e-06	rs39967	415
ENSG00000250127	CTD-2117L12.1	5	57837394	57854070	-1	protein_coding	NA	NA	NA	NA	23	5.916	9.955e-05	rs39967;rs32613	415
ENSG00000152932	RAB3C	5	57878048	58155213	1	protein_coding	115827	RAB3C	0.015496264062785	1.199657912	8	4.939	0.0001586	rs39967	415
ENSG00000113448	PDE4D	5	58264865	59817947	-1	protein_coding	5144	PDE4D	0.983199686418857	0.966489251	91	13.23	8.224e-07	rs2910823	416
ENSG00000035499	DEPDC1B	5	59892739	59996017	-1	protein_coding	55789	DEPDC1B	2.28513658245294e-05	-0.136418674	1	0.115	0.04488	5:60565864_C_A	417
ENSG00000164181	ELOVL7	5	60047618	60140216	-1	protein_coding	79993	ELOVL7	0.00156092226554038	-0.509656607	49	13.19	2.083e-07	rs6893642;rs159544	417
ENSG00000049167	ERCC8	5	60169658	60240900	-1	protein_coding	1161	ERCC8	8.5728345941739e-09	1.00092408	29	11.61	2.3e-05	rs159544;rs148032218	417
ENSG00000164182	NDUFAF2	5	60240956	60448853	1	protein_coding	91942	NDUFAF2	3.85650772594405e-07	0.323766514	91	14.31	1.647e-05	rs159544;5:60565864_C_A;rs12521434;rs159540	417
ENSG00000269267	AC008498.1	5	60411538	60411762	-1	protein_coding	NA	NA	NA	NA	5	10.52	7.917e-05	rs159544;rs12521434	417
ENSG00000188725	SMIM15	5	60453536	60458301	-1	protein_coding	643155	SMIM15	0.228320204389897	-1.971179943	7	10.05	5.683e-05	rs159544;rs159540	417
ENSG00000130449	ZSWIM6	5	60628100	60841997	1	protein_coding	57688	ZSWIM6	0.330184633856795	-0.924571938	204	17.8	4.695e-15	rs7701440;rs4276369;rs16892251;rs4490539;rs10223052;rs7727824	417
ENSG00000164197	RNF180	5	63461671	63668696	1	protein_coding	285671	RNF180	5.17341244679766e-05	0.924830761	143	16.05	6.087e-07	rs62369420;rs7378757	418
ENSG00000153015	CWC27	5	64064757	64314590	1	protein_coding	10283	CWC27	1.01532147516582e-05	-0.26632208	37	18.03	5.494e-06	rs10471645	419
ENSG00000113161	HMGCR	5	74632154	74657929	1	protein_coding	3156	HMGCR	0.999836644997739	-0.514442124	4	6.152	4.072e-06	rs12109048;rs16872526	421
ENSG00000113163	COL4A3BP	5	74664311	74807963	-1	protein_coding	10087	COL4A3BP	0.979474243191344	-1.648108059	81	14.51	8.246e-07	rs12109048;rs16872526;rs113537149;rs112004774	421
ENSG00000122008	POLK	5	74807581	74896969	1	protein_coding	51426	POLK	5.99896012883471e-07	-0.474863143	43	14.51	3.835e-06	rs16872526;rs113537149;rs112004774	421
ENSG00000189045	ANKDD1B	5	74907284	74967671	1	protein_coding	728780	ANKDD1B	NA	0.593695416	38	14.65	1.863e-06	rs113537149;rs112004774;rs16872526	421
ENSG00000152359	POC5	5	74969949	75013313	-1	protein_coding	134359	POC5	0.00213816175598754	0.193562311	25	9.521	1.449e-05	rs16872526;rs112004774	421
ENSG00000113231	PDE8B	5	76506274	76725632	1	protein_coding	8622	PDE8B	0.986862335777411	1.254897528	22	6.086	0.0001702	rs4703731	422
ENSG00000132842	AP3B1	5	77296349	77590579	-1	protein_coding	8546	AP3B1	0.995386030171841	-0.534653626	20	15.24	0.0001043	rs6877015	423
ENSG00000145715	RASA1	5	86563705	86687748	1	protein_coding	5921	RASA1	0.999998285566451	NA	1	1.442	0.001027	rs710369	424
ENSG00000164180	TMEM161B	5	87485450	87565293	-1	protein_coding	153396	TMEM161B	0.00368500214116822	0.012315634	4	6.81	1.373e-06	rs17548736;rs710369	424
ENSG00000081189	MEF2C	5	88013975	88199922	-1	protein_coding	4208	MEF2C	0.00424617418418377	-2.662228962	49	21.7	1.038e-07	rs373098;rs159949;rs17548736;rs159950;rs2067663	424
ENSG00000164199	GPR98	5	89825161	90460038	1	protein_coding	84059	GPR98	8.11098418587805e-24	-0.086563157	67	20.8	6.743e-09	rs13159353;rs12188094	425
ENSG00000185261	KIAA0825	5	93488671	93954309	-1	protein_coding	285600	KIAA0825	4.26150495630825e-07	-0.910429047	8	9.786	2.375e-05	rs113454418	429
ENSG00000133302	ANKRD32	5	93954052	94075141	1	protein_coding	84250	ANKRD32	0.00364190299939628	-0.205778024	41	18.16	6.777e-06	rs113454418	429
ENSG00000175471	MCTP1	5	94039446	94620279	-1	protein_coding	79772	MCTP1	0.00988911824115707	-0.289821442	12	18.16	9.073e-06	rs113454418	429
ENSG00000175426	PCSK1	5	95726119	95769847	-1	protein_coding	5122	PCSK1	0.0896398214145992	-0.713945449	20	5.912	0.0002064	rs271921	430
ENSG00000174136	RGMB	5	98104354	98134347	1	protein_coding	285704	RGMB	0.0607554230019872	0.366794767	2	2.406	0.0008916	rs377731	431
ENSG00000153922	CHD1	5	98190908	98262240	-1	protein_coding	1105	CHD1	0.999999999362856	0.281135791	27	7.463	0.0003783	rs377731	431
ENSG00000173930	SLCO4C1	5	101569690	101632253	-1	protein_coding	353189	SLCO4C1	1.37231076325155e-06	1.50334101	49	9.279	3.279e-06	rs1901512	432
ENSG00000205359	SLCO6A1	5	101707486	101834720	-1	protein_coding	133482	SLCO6A1	2.70904557113252e-06	-0.165537337	250	12.84	5.006e-07	rs1901512	432
ENSG00000184349	EFNA5	5	106712590	107006596	-1	protein_coding	1946	EFNA5	0.889436552296034	-0.042471419	62	18.41	7.917e-09	rs252812;rs252703;rs152599;rs154646	435
ENSG00000145743	FBXL17	5	107194736	107717799	-1	protein_coding	64839	FBXL17	0.977900472361054	0.933602042	4	15.44	5.968e-06	rs7708343	436
ENSG00000198961	PJA2	5	108670410	108745695	-1	protein_coding	9867	PJA2	0.466603861583053	-0.019617374	73	15.43	5.969e-05	rs7705558	437
ENSG00000112893	MAN2A1	5	109025067	109205326	1	protein_coding	4124	MAN2A1	0.0186444331521237	NA	165	20.3	3.61e-10	rs31607;rs3756599;rs31600;rs31610;rs35164357;rs11745926	437
ENSG00000254106	AC011366.3	5	109218883	109220452	1	protein_coding	NA	NA	NA	NA	1	6.451	4.614e-07	rs35164357	437
ENSG00000134982	APC	5	112043195	112181936	1	protein_coding	324	APC	0.999999927739402	1.072011887	51	15.84	9.35e-05	rs468101	438
ENSG00000258864	CTC-554D6.1	5	112162910	112203279	1	protein_coding	NA	NA	NA	NA	72	15.84	9.35e-05	rs468101	438
ENSG00000272869	CTC-487M23.8	5	112196885	112228776	1	protein_coding	NA	NA	NA	NA	96	15.28	0.000374	rs468101	438
ENSG00000153037	SRP19	5	112196919	112205485	1	protein_coding	6728	SRP19	0.0852679958175839	3.106974332	43	15.28	0.0003989	rs468101	438
ENSG00000129625	REEP5	5	112212084	112258236	-1	protein_coding	7905	REEP5	0.0628875963888091	1.728685932	109	15.28	0.0001572	rs468101	438
ENSG00000212643	ZRSR1	5	112227313	112228791	1	protein_coding	6728	ZRSR1	1.30572509036053e-05	NA	51	14.72	0.000374	rs468101	438
ENSG00000243414	TICAM2	5	114914339	114961876	-1	protein_coding	100302736	TICAM2	0.00470963741298361	-0.438969754	4	9.988	2.587e-05	rs1896729	440
ENSG00000251201	TMED7-TICAM2	5	114914339	114961858	-1	protein_coding	100302736	TMED7-TICAM2	0.00470963741298361	-0.422464495	4	9.988	2.587e-05	rs1896729	440
ENSG00000134970	TMED7	5	114949205	114968689	-1	protein_coding	100302736	TMED7	0.363701354530081	-0.629660622	13	9.988	2.587e-05	rs1896729	440
ENSG00000145781	COMMD10	5	115420688	115748459	1	protein_coding	51397	COMMD10	7.83686369938315e-06	0.466030076	286	19.04	5.588e-06	rs6879929	441
ENSG00000145779	TNFAIP8	5	118604387	118735383	1	protein_coding	25816	TNFAIP8	0.239737016503802	1.216100104	13	7.508	1.334e-06	rs32643	443
ENSG00000133835	HSD17B4	5	118788138	118972894	1	protein_coding	3295	HSD17B4	1.82463226929793e-05	-0.167730037	9	10.97	3.381e-06	rs32643	443
ENSG00000173926	MARCH3	5	126203406	126366500	-1	protein_coding	115123	MARCH3	0.636727871339738	0.609689637	62	17.87	2.215e-06	rs13154281	448
ENSG00000164241	C5orf63	5	126378250	126409184	-1	protein_coding	401207	C5orf63	NA	1.220678736	6	11.35	8.025e-07	rs13154281	448
ENSG00000053108	FSTL4	5	132532147	132948255	-1	protein_coding	23105	FSTL4	0.981626121203096	0.702164365	6	10.65	6.12e-05	rs4958167	449
ENSG00000043143	JADE2	5	133860003	133918918	1	protein_coding	23338	JADE2	0.999310487478193	-1.349979505	2	3.844	0.001028	rs55812865	450
ENSG00000152700	SAR1B	5	133936834	133984961	-1	protein_coding	51128	SAR1B	0.00630041605283772	-2.200237078	6	12.3	0.0002073	rs55812865	450
ENSG00000113615	SEC24A	5	133984479	134063513	1	protein_coding	10802	SEC24A	1.31213682191576e-05	-1.885238706	6	11.9	6.709e-06	rs55812865	450
ENSG00000164615	CAMLG	5	134074191	134087847	1	protein_coding	819	CAMLG	0.00402053963029354	-1.01735736	3	1.613	0.0006983	rs55812865	450
ENSG00000145833	DDX46	5	134094469	134190823	1	protein_coding	9879	DDX46	0.999997754157555	-0.551107336	10	8.013	1.287e-05	rs55812865	450
ENSG00000181904	C5orf24	5	134181370	134195427	1	protein_coding	134553	C5orf24	0.640813736011774	-1.366654143	5	5.896	0.0006343	rs55812865	450
ENSG00000113621	TXNDC15	5	134209493	134237215	1	protein_coding	79770	TXNDC15	0.109182712654528	-0.480128284	2	9.724	1.269e-05	rs55812865	450
ENSG00000132570	PCBD2	5	134240596	134343649	1	protein_coding	84105	PCBD2	0.00306259643722676	-2.238977134	1	1.045	7.952e-05	rs55812865	450
ENSG00000152705	CATSPER3	5	134303596	134347392	1	protein_coding	347732	CATSPER3	0.000487201544072685	-0.229061663	1	1.045	7.952e-05	rs55812865	450
ENSG00000146021	KLHL3	5	136953189	137071779	-1	protein_coding	26249	KLHL3	0.924154761446343	-1.185811583	1	13.57	1.978e-05	rs145148878	452
ENSG00000031003	FAM13B	5	137273649	137387650	-1	protein_coding	51306	FAM13B	0.900071909481818	-0.636483829	7	11	4.503e-06	rs145148878;rs62382361;rs71589397	452
ENSG00000112981	NME5	5	137450866	137475132	-1	protein_coding	8382	NME5	0.570640716006077	-0.270676887	2	4.879	0.0005154	rs71589397;rs4835679	452
ENSG00000112983	BRD8	5	137475455	137514675	-1	protein_coding	10902	BRD8	0.000590819287003113	0.045427	2	3.343	5.08e-06	rs145148878;rs4835679	452
ENSG00000112984	KIF20A	5	137514408	137523404	1	protein_coding	10112	KIF20A	1.91703489767524e-08	0.043381979	2	4.646	6.863e-05	rs4835679;rs71589397	452
ENSG00000094880	CDC23	5	137523339	137549032	-1	protein_coding	8697	CDC23	0.999307693129197	-0.645530886	1	4.646	6.863e-05	rs71589397	452
ENSG00000146013	GFRA3	5	137588068	137610360	-1	protein_coding	2676	GFRA3	0.0290609621761813	-0.097246237	8	12.23	9.686e-06	rs145148878;rs71589397;rs62382361;rs10900851	452
ENSG00000158402	CDC25C	5	137620954	137674044	-1	protein_coding	995	CDC25C	3.00948392905045e-08	-0.356715547	13	27.9	2.77e-07	rs71589397;rs145148878;rs10900851;rs4835679	452
ENSG00000120709	FAM53C	5	137667624	137685416	1	protein_coding	51307	FAM53C	0.639249208225445	-0.370563952	15	16.21	2.77e-07	rs10900851;rs4835679	452
ENSG00000120733	KDM3B	5	137688285	137772717	1	protein_coding	51780	KDM3B	0.999999999078234	0.066118433	94	15.9	4.655e-09	rs10900851;rs4835679;rs982085;rs145148878;rs62382361	452
ENSG00000132563	REEP2	5	137774706	137782658	1	protein_coding	51308	REEP2	0.876388829269941	0.126709192	34	15.9	4.655e-09	rs4835679;rs982085;rs62382361;rs145148878;rs7735367;rs11743810	452
ENSG00000120738	EGR1	5	137801179	137805004	1	protein_coding	1958	EGR1	0.674344947164404	-0.140243773	18	16.76	5.717e-09	rs11743810;rs7735367	452
ENSG00000120705	ETF1	5	137841784	137878989	-1	protein_coding	2107	ETF1	0.998925127429319	-1.33721625	48	14.02	1.469e-11	rs11743810;rs7735367;rs10117	452
ENSG00000113013	HSPA9	5	137890571	137911133	-1	protein_coding	3313	HSPA9	0.981119322463888	-0.30716483	33	15.4	8.2e-12	rs10117;rs1042665	452
ENSG00000044115	CTNNA1	5	137946656	138270723	1	protein_coding	1495	CTNNA1	0.970554290062812	-0.172313743	18	21.1	5.433e-11	rs10117;rs1042665	452
ENSG00000120725	SIL1	5	138282409	138629246	-1	protein_coding	64374	SIL1	0.000933875133307504	NA	3	2.84	5.417e-06	rs75110530	453
ENSG00000015479	MATR3	5	138609441	138667360	1	protein_coding	724102	MATR3	0.999818897618359	0.063155373	1	0.148	5.417e-06	rs75110530	453
ENSG00000184584	TMEM173	5	138855119	138862520	-1	protein_coding	340061	TMEM173	0.0323306205833744	-0.44430182	1	2.48	3.049e-06	rs6421150	453
ENSG00000131508	UBE2D2	5	138906016	139008018	1	protein_coding	7322	UBE2D2	0.945312660180096	-1.232735237	3	2.054	7.895e-07	rs6421150;rs183294366	453
ENSG00000171604	CXXC5	5	139026884	139063467	1	protein_coding	51523	CXXC5	0.79535527912222	NA	49	18.15	4.623e-08	rs10447226;rs9687282	453
ENSG00000158458	NRG2	5	139226364	139422884	-1	protein_coding	9542	NRG2	0.995154288008006	-0.430873606	1	1.46	7.712e-06	rs197197	454
ENSG00000182700	IGIP	5	139505521	139508391	1	protein_coding	492311	IGIP	0.41991884415955	-1.738238174	3	10.97	1.308e-06	rs156092	454
ENSG00000113070	HBEGF	5	139712428	139726216	-1	protein_coding	1839	HBEGF	0.830814322298121	0.319756873	2	12.21	5.372e-05	rs4264986	454
ENSG00000113073	SLC4A9	5	139739787	139754728	1	protein_coding	83697	SLC4A9	5.6907011258673e-18	0.06790088	6	15.54	3.88e-05	rs4264986	454
ENSG00000131503	ANKHD1	5	139781399	139929163	1	protein_coding	404734	ANKHD1	0.999999999937697	-0.720499191	33	33	5.219e-05	rs4264986	454
ENSG00000254996	ANKHD1-EIF4EBP3	5	139781493	139929154	1	protein_coding	404734	ANKHD1-EIF4EBP3	0.999999999937697	-0.658994648	33	33	5.219e-05	rs4264986	454
ENSG00000213523	SRA1	5	139916925	139937895	-1	protein_coding	10011	SRA1	5.00127987809857e-06	-0.871642582	11	33	0.0001097	rs4264986	454
ENSG00000243056	EIF4EBP3	5	139927251	139929163	1	protein_coding	8637	EIF4EBP3	0.0542430246091404	-0.326059997	9	33	0.0001097	rs4264986	454
ENSG00000113108	APBB3	5	139937853	139973337	-1	protein_coding	102465499	APBB3	1.54051117620328e-05	-0.65038234	14	33	3.484e-06	rs4264986	454
ENSG00000176087	SLC35A4	5	139944041	139948688	1	protein_coding	113829	SLC35A4	0.000744268610339096	-0.475951053	3	9.529	0.0001263	rs4264986	454
ENSG00000170458	CD14	5	140011313	140013286	-1	protein_coding	929	CD14	6.68636589803062e-05	0.811868322	13	9.579	1.794e-06	rs4264986;rs10069930;rs13164503;rs2531337	454
ENSG00000131495	NDUFA2	5	140018325	140027370	-1	protein_coding	4695	NDUFA2	0.339536516355874	-0.162256786	31	10.79	2.245e-08	rs4264986;rs10069930;rs13164503;rs2531337	454
ENSG00000113119	TMCO6	5	140019012	140024993	1	protein_coding	55374	TMCO6	8.14596215918246e-06	-0.195921903	27	10.79	2.827e-08	rs4264986;rs10069930;rs13164503;rs2531337	454
ENSG00000113141	IK	5	140026643	140042064	1	protein_coding	3550	IK	3.47058187314951e-06	0.686067543	36	24.3	2.017e-08	rs4264986;rs2531337;rs13164503;rs10069930	454
ENSG00000120314	WDR55	5	140044261	140053709	1	protein_coding	54853	WDR55	1.48298652018262e-06	-1.037518539	28	24.3	1.543e-08	rs10069930;rs4264986;rs2531337	454
ENSG00000256453	DND1	5	140050379	140053171	-1	protein_coding	373863	DND1	0.709666236197164	-0.434618774	22	24.3	1.543e-08	rs10069930;rs4264986;rs2531337	454
ENSG00000170445	HARS	5	140052758	140071609	-1	protein_coding	101928623	HARS	0.000736050889038717	-1.342137442	48	24.3	1.543e-08	rs10069930;rs4264986;rs2531337	454
ENSG00000112855	HARS2	5	140071011	140078889	1	protein_coding	23438	HARS2	8.12767561165649e-05	-0.908738202	46	15.31	1.615e-08	rs2531337;rs10069930;rs4264986	454
ENSG00000146007	ZMAT2	5	140078265	140086248	1	protein_coding	153527	ZMAT2	0.971433760073875	-0.225027712	44	15.31	1.615e-08	rs10069930;rs4264986;rs2531337	454
ENSG00000204970	PCDHA1	5	140165876	140391929	1	protein_coding	56147	PCDHA1	0.000559474715442591	-0.840725288	312	25.9	6.296e-10	rs10069930;rs13164503;rs4264986;rs251352;rs246024;rs246073	454
ENSG00000204969	PCDHA2	5	140174444	140391929	1	protein_coding	56146	PCDHA2	1.98580542965182e-09	-0.824134341	296	25.9	1.463e-09	rs10069930;rs13164503;rs4264986;rs251352;rs246024;rs246073	454
ENSG00000255408	PCDHA3	5	140180783	140391929	1	protein_coding	56146	PCDHA3	1.46196613178525e-13	0.002122533	281	25.9	1.463e-09	rs10069930;rs13164503;rs4264986;rs251352;rs246024;rs246073	454
ENSG00000204967	PCDHA4	5	140186659	140391929	1	protein_coding	56144	PCDHA4	2.8753730977395e-15	-0.62227883	272	25.9	1.463e-09	rs13164503;rs10069930;rs4264986;rs251352;rs246024;rs246073	454
ENSG00000204965	PCDHA5	5	140201222	140391929	1	protein_coding	56143	PCDHA5	0.00353824820282254	-0.181196298	241	24.8	1.463e-09	rs10069930;rs13164503;rs251352;rs246024;rs246073	454
ENSG00000081842	PCDHA6	5	140207563	140391929	1	protein_coding	56142	PCDHA6	6.16174888872113e-08	-0.972356063	229	24.8	1.463e-09	rs10069930;rs13164503;rs251352;rs246024;rs246073	454
ENSG00000204963	PCDHA7	5	140213969	140391929	1	protein_coding	56141	PCDHA7	0.000137151933946153	-0.427091079	223	24.8	1.463e-09	rs10069930;rs13164503;rs251352;rs246024;rs246073	454
ENSG00000204962	PCDHA8	5	140220907	140391929	1	protein_coding	56140	PCDHA8	3.70119875231036e-10	-0.652196065	218	24.8	1.463e-09	rs10069930;rs13164503;rs251352;rs246024;rs246073	454
